StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
2213,24,1,1,16.54,42.5,45.34,66.22,2.99,48.84,49.34,50.59,4.2,2,3.94,7.34,4.29,44.47,0
2214,20,0,2,15.03,43.52,40.94,68.83,3.6,43.47,45.59,43.49,6.88,3,4.4,7.83,4.34,48.26,0
2215,21,1,3,12.03,32.81,29.97,66.29,3.29,32.9,33.33,35.29,3.69,2,2.99,6.01,3.23,36.18,0
2216,20,0,4,23.04,66.14,68.55,81.16,6.04,66.95,64.52,67.41,4.64,2,6.7,12.96,6.52,63.79,1
2217,19,1,3,21.31,58.59,59.83,79.68,5.5,60.17,59.82,59.39,5.63,3,5.96,11.89,5.78,59.05,0
2218,23,1,5,14.05,38.35,39.81,68.62,3.54,43.05,40.09,41.63,5.28,3,4.09,8.06,3.69,38.18,0
2219,17,0,3,13.36,42.39,47.57,82.25,6.73,42.92,41.49,41.19,3.56,2,4.53,11.32,4.3,42.83,0
2220,19,1,3,22.12,64.48,61.54,76.9,5.26,64.43,63.4,65.63,5.68,3,6.29,12.76,5.88,66.77,1
2221,20,1,4,19.15,52.49,54.57,74.43,4.32,56.37,56.84,55.99,6.3,3,5.55,10.18,5.66,50.36,0
2222,22,0,1,4.14,12.22,12.42,58.09,2.61,13.63,11.74,12.67,3.07,1,1.08,2.45,1.12,20.18,0
2223,25,1,4,11.33,30.55,31.78,68.75,3.77,,30.94,29.72,4.77,2,3.43,7.27,3.1,33.22,0
2224,17,1,1,18.3,53.33,53.61,78.57,5.05,53.07,55.39,54.11,4.55,2,5.27,10.86,4.77,48.59,0
2225,19,1,3,17.53,49.64,52.25,76.3,5.2,50.38,52.68,53.69,6.06,3,5.47,10.64,5.09,53.07,0
2226,18,0,5,18.87,52.31,53.37,73.84,4.84,54.57,53.33,54.28,3.91,2,5.08,10.54,5.05,56.37,0
2227,24,0,5,12.65,35.33,38.26,69.74,3.37,38.55,36.2,36.3,4.39,2,3.42,7.14,3.61,29.78,0
2228,18,1,3,17.8,48.93,52.73,79.86,5.88,47.65,50.97,50.89,4.92,3,5.57,11.36,5.02,47.0,0
2229,18,1,3,15.74,44.82,46.15,73.71,4.69,46.0,45.28,45.53,4.43,2,4.68,9.41,4.41,42.46,0
2230,17,1,4,11.88,30.68,27.08,59.55,1.84,32.51,30.79,32.75,3.7,2,2.24,3.17,2.66,31.04,0
2231,18,1,2,16.79,49.07,51.02,70.99,3.83,49.36,49.39,50.47,4.89,2,4.56,9.0,4.85,53.29,0
2232,22,1,2,18.1,51.56,51.33,76.69,5.06,50.58,50.77,50.82,3.75,2,4.79,10.59,4.98,53.02,0
2233,24,1,2,20.41,59.5,63.8,83.55,6.39,58.89,60.93,56.07,4.1,2,6.13,12.62,5.7,57.71,0
2234,17,1,2,13.28,39.2,45.92,79.63,6.01,36.35,36.38,38.44,4.6,2,4.4,9.96,3.98,39.03,0
2235,25,1,3,5.94,16.64,13.33,59.89,1.61,18.62,19.06,17.07,3.82,2,1.58,2.28,1.24,8.36,0
2236,19,0,4,11.43,31.23,32.01,67.51,3.74,33.69,34.22,30.55,5.01,2,2.98,6.61,3.03,31.03,0
2237,25,1,2,22.07,61.73,63.59,78.04,5.04,62.72,62.2,63.4,6.8,3,6.19,12.53,6.2,64.29,1
2238,24,1,2,22.65,68.28,71.23,87.52,7.27,62.05,65.03,65.22,6.03,3,6.77,14.56,6.47,58.6,0
2239,24,1,3,8.64,22.9,29.58,71.65,4.66,23.23,23.7,23.9,5.92,3,3.33,7.22,2.73,27.02,0
2240,21,1,2,16.67,50.14,56.91,84.42,7.12,47.63,51.9,47.76,5.99,3,5.64,13.36,5.4,56.79,0
2241,25,0,4,18.76,55.03,55.17,83.27,6.37,52.93,53.71,53.8,5.53,3,5.71,12.32,5.32,46.47,0
2242,20,1,3,6.24,14.52,16.32,,3.04,15.34,19.03,16.14,5.62,3,1.93,4.36,1.56,13.89,0
2243,22,1,3,12.25,33.71,34.2,70.06,3.75,35.12,37.62,33.67,3.4,2,3.35,7.01,2.9,28.96,0
2244,24,0,1,24.27,70.13,75.26,88.4,7.48,69.28,68.54,68.3,4.63,2,7.1,15.54,6.76,66.61,1
2245,23,0,2,16.63,48.28,47.33,69.69,4.21,49.06,48.88,46.41,5.73,3,4.55,9.3,4.49,47.97,0
2246,22,0,2,17.81,53.03,55.97,82.25,5.85,51.87,53.28,55.21,5.79,3,5.71,12.08,5.33,58.47,0
2247,23,1,4,28.08,73.34,69.08,75.63,4.41,78.8,73.97,79.42,3.41,2,6.34,11.34,6.96,74.48,1
2248,19,1,3,13.13,33.7,36.24,61.14,2.15,41.05,38.73,40.73,2.75,1,2.93,5.13,3.25,32.1,0
2249,24,0,4,11.02,34.43,26.09,63.45,2.92,33.05,32.71,33.14,3.31,2,2.75,5.66,2.76,38.01,0
2250,22,1,2,18.12,50.59,51.04,72.19,4.13,50.38,51.64,48.96,4.89,2,5.05,9.08,4.8,48.5,0
2251,23,1,3,19.37,51.79,52.49,70.58,4.12,56.3,55.29,54.63,5.01,2,4.99,9.08,5.05,50.85,0
2252,17,0,1,16.71,43.24,37.2,60.48,1.74,46.25,45.55,49.07,1.82,1,3.15,5.09,3.69,47.66,0
2253,22,0,2,17.4,52.58,51.02,79.84,5.88,49.42,52.46,51.57,7.68,4,5.74,12.21,5.51,53.03,0
2254,23,1,1,16.93,49.09,53.58,81.16,5.69,45.8,48.32,49.45,5.12,2,5.17,11.06,4.72,44.74,0
2255,21,0,2,18.24,53.32,57.75,83.3,6.59,49.52,50.86,51.42,2.75,1,5.1,11.28,5.02,46.31,0
2256,23,1,4,18.46,56.83,66.18,89.47,7.56,51.11,54.74,52.4,5.59,3,6.41,14.09,5.63,58.34,0
2257,19,1,2,22.7,63.49,59.1,73.71,4.48,63.33,64.79,64.17,5.57,3,5.94,11.03,6.07,63.29,1
2258,18,0,3,15.17,40.06,34.07,60.06,1.6,43.16,40.89,43.71,3.44,2,3.11,4.16,3.36,49.86,0
2259,22,0,3,12.4,34.32,41.34,76.75,5.24,34.59,34.24,34.44,6.0,3,4.2,9.29,3.51,30.81,0
2260,23,1,3,17.8,52.19,57.68,79.58,5.92,50.84,50.75,51.6,4.89,3,5.32,11.52,5.09,58.28,0
2261,17,0,2,20.73,,60.18,76.89,5.12,59.16,58.48,59.26,5.36,3,5.66,12.01,5.83,59.6,0
2262,25,1,2,15.16,42.13,46.55,76.79,5.16,41.25,45.21,42.94,4.62,2,4.71,10.1,4.33,39.32,0
2263,18,1,3,19.81,52.81,48.58,67.88,3.28,56.71,53.96,55.68,3.83,2,4.28,8.04,5.11,54.55,0
2264,18,1,4,18.87,48.96,53.71,76.53,4.76,53.48,51.26,53.36,4.39,2,4.9,10.73,5.14,54.14,0
2265,23,1,4,20.0,51.92,53.64,71.88,4.07,56.24,55.26,55.98,4.74,3,5.14,9.56,5.1,62.5,1
2266,25,1,1,22.07,63.65,74.98,89.37,7.5,65.08,64.88,65.62,7.68,4,7.29,15.34,6.92,67.11,1
2267,20,0,1,15.36,46.29,50.47,79.77,5.95,43.03,45.68,45.34,3.77,2,4.59,10.68,4.39,47.82,0
2268,19,0,2,11.44,29.25,23.73,57.42,1.49,36.58,34.24,34.13,6.49,3,2.81,4.43,2.72,30.16,0
2269,24,0,4,12.41,32.63,34.75,69.75,3.78,35.42,36.95,33.79,3.64,2,3.21,7.07,3.33,37.89,0
2270,19,0,5,17.75,54.12,50.76,72.82,4.1,52.46,54.48,54.78,3.31,2,5.13,9.02,4.84,49.29,0
2271,18,0,4,17.54,47.05,39.06,65.81,3.06,49.49,46.69,47.57,3.87,2,4.39,6.93,4.31,51.86,0
2272,23,0,1,6.2,15.04,14.35,58.73,1.94,20.11,19.44,19.13,4.41,2,1.47,3.37,1.54,17.85,0
2273,23,1,5,7.3,20.29,15.88,59.02,1.77,23.5,21.46,20.64,4.23,2,1.78,2.02,1.69,20.76,0
2274,21,1,3,15.32,44.33,51.61,85.84,7.58,42.37,45.4,41.63,7.28,4,5.82,12.73,5.07,24.43,0
2275,22,1,3,12.57,37.78,44.37,74.89,5.17,35.54,38.14,38.54,5.73,3,4.41,8.87,3.82,33.79,0
2276,25,1,3,12.63,34.02,30.45,61.41,2.15,37.12,36.92,37.94,4.43,2,3.2,5.6,3.28,43.94,0
2277,20,0,5,14.29,42.23,42.5,71.34,4.3,43.3,43.29,43.75,5.44,3,4.37,8.46,4.23,46.83,0
2278,24,1,4,,31.63,30.21,62.48,3.1,37.75,36.92,35.33,4.9,2,2.99,5.68,3.29,42.21,0
2279,21,0,4,17.1,46.19,46.68,67.73,3.85,52.04,48.7,51.18,6.11,3,4.86,8.6,4.5,49.14,0
2280,22,0,4,8.76,25.44,23.12,64.59,3.04,24.7,23.69,22.96,4.07,2,2.55,4.82,2.33,20.92,0
2281,22,1,1,13.45,38.48,39.56,69.67,4.09,38.24,39.87,35.3,6.83,4,3.93,8.15,4.1,33.66,0
2282,25,1,3,14.2,45.62,50.32,86.84,7.5,36.26,41.21,37.54,5.8,3,5.11,12.37,4.46,36.59,0
2283,25,1,3,17.35,47.9,52.19,79.59,5.92,50.7,50.08,47.63,8.06,4,5.93,11.96,5.25,51.73,0
2284,20,1,2,11.39,29.9,26.44,63.44,2.87,32.99,32.0,31.67,3.71,2,2.8,4.42,3.02,36.29,0
2285,18,1,3,15.8,40.73,36.97,62.75,2.57,42.53,44.0,44.5,4.84,2,3.39,6.94,3.88,38.65,0
2286,19,0,3,23.83,66.16,66.65,80.1,5.65,67.02,66.11,67.44,5.28,3,6.23,12.75,6.16,60.41,1
2287,20,0,3,13.6,40.57,43.56,77.96,5.26,35.77,42.05,39.22,3.95,2,3.98,9.12,3.95,43.25,0
2288,23,1,4,24.42,71.43,75.54,93.49,7.96,71.7,71.42,72.41,5.99,3,7.63,16.68,7.25,62.19,1
2289,24,1,3,16.91,51.75,53.36,80.94,6.16,45.84,49.1,49.11,6.68,3,5.49,11.73,5.11,40.75,0
2290,22,1,3,11.7,32.7,27.26,66.03,3.25,34.37,33.64,33.42,3.25,1,2.83,5.77,2.93,32.4,0
2291,19,0,2,17.7,51.34,51.71,78.52,5.58,51.32,52.0,51.28,3.5,2,5.07,10.28,4.79,57.1,0
2292,21,0,2,,35.59,35.38,63.08,2.41,40.19,39.57,37.26,3.79,2,3.01,5.86,3.1,38.62,0
2293,25,1,5,17.69,47.93,47.25,71.4,3.87,50.14,50.16,50.53,4.71,3,4.67,8.93,4.92,52.7,0
2294,21,1,1,9.28,28.84,28.34,69.59,4.13,26.43,27.9,27.2,4.47,2,2.81,6.92,2.84,29.23,0
2295,23,0,4,13.16,37.5,36.12,71.71,4.15,35.07,39.26,38.01,5.25,3,3.99,7.93,3.68,46.99,0
2296,18,0,1,12.01,32.75,35.34,62.04,2.83,36.21,36.42,35.75,6.96,3,3.55,6.36,3.34,38.02,0
2297,23,1,3,13.48,40.13,40.56,72.83,4.64,38.12,39.17,38.46,6.2,3,4.22,8.32,4.01,39.69,0
2298,20,0,4,30.35,83.51,80.79,78.31,4.64,88.54,85.04,85.05,6.33,3,7.48,14.2,7.68,79.44,1
2299,18,1,2,13.15,36.12,32.07,67.74,3.43,38.29,35.69,37.37,3.98,2,3.55,6.49,3.49,45.33,0
2300,24,0,4,12.32,32.47,33.33,68.51,4.05,32.55,31.89,33.42,2.89,2,2.94,6.01,2.74,27.98,0
2301,23,1,1,19.87,57.27,57.54,76.9,5.07,58.69,57.17,55.06,5.78,3,5.74,11.3,5.73,61.78,1
2302,19,0,4,14.0,38.82,39.05,70.67,4.09,39.63,40.47,39.77,5.29,3,3.94,7.94,4.03,31.17,0
2303,23,0,1,11.51,30.86,29.23,67.3,3.77,30.99,31.99,31.31,3.46,2,2.84,5.93,2.9,29.28,0
2304,21,0,3,11.87,30.91,29.5,60.85,1.85,35.83,33.83,34.86,6.26,3,3.15,5.12,3.12,27.22,0
2305,19,0,3,14.35,41.78,46.07,80.49,6.1,39.42,41.35,39.7,6.55,3,4.84,11.0,4.13,48.65,0
2306,22,1,4,11.41,29.46,27.76,64.72,3.03,33.83,31.63,33.27,7.63,4,3.53,6.75,3.11,26.32,0
2307,22,1,3,22.49,68.7,65.67,81.48,5.34,68.32,67.07,67.83,5.72,3,6.39,12.79,6.37,66.65,1
2308,18,1,2,13.35,37.59,40.05,74.45,4.67,36.68,39.63,35.76,4.0,2,4.08,8.66,3.55,33.92,0
2309,19,1,2,7.13,19.23,17.02,58.52,2.14,22.02,19.5,17.63,4.53,2,1.71,3.03,1.75,16.2,0
2310,17,1,2,11.67,29.31,31.89,70.32,3.96,32.53,33.13,32.08,3.29,2,3.22,6.33,2.97,35.0,0
2311,19,1,2,13.4,41.71,42.14,77.88,5.55,36.97,37.57,37.76,5.33,3,4.49,10.06,3.91,33.17,0
2312,24,0,1,16.95,48.04,52.38,80.92,5.64,45.44,49.66,49.0,5.51,3,4.86,11.46,4.83,48.51,0
2313,25,1,5,21.31,59.44,59.34,75.02,4.86,63.19,63.28,61.88,4.83,2,5.63,10.76,5.82,52.12,0
2314,17,0,3,10.48,28.67,30.79,67.77,3.64,29.6,30.41,31.52,5.83,3,3.2,6.41,2.98,27.37,0
2315,22,1,1,21.44,60.39,68.48,83.08,6.04,60.58,59.89,59.96,3.46,2,5.63,12.58,5.99,57.81,0
2316,20,1,1,19.69,55.4,51.0,66.74,2.9,57.96,55.03,57.43,6.18,3,4.61,8.46,5.02,56.85,0
2317,23,1,4,14.08,41.1,46.37,75.2,4.97,41.81,41.59,40.17,3.47,2,4.25,9.1,4.03,41.18,0
2318,24,1,3,20.33,54.14,49.35,68.02,3.07,59.21,55.18,57.2,4.09,2,4.92,8.26,5.03,56.66,0
2319,18,0,4,10.87,28.15,26.99,59.33,2.05,32.84,32.62,31.4,4.75,2,2.35,4.31,2.72,35.77,0
2320,22,1,5,,73.84,83.15,94.88,8.56,70.73,71.48,70.92,5.83,3,8.2,17.84,7.36,69.25,1
2321,25,1,2,20.03,60.06,60.94,78.75,5.61,58.23,60.34,61.33,5.97,3,5.92,12.28,5.76,62.57,1
2322,24,0,4,15.96,40.31,43.93,74.65,4.88,41.38,44.61,43.26,5.69,3,4.46,9.58,4.06,40.12,0
2323,25,1,2,13.97,38.23,41.14,71.16,4.54,39.26,40.15,38.03,4.79,2,3.72,8.06,3.9,35.97,0
2324,18,1,2,18.91,51.44,49.82,71.47,3.7,52.74,52.86,53.88,4.92,3,4.72,8.73,4.97,49.12,0
2325,18,0,1,23.98,68.38,77.5,88.94,7.29,70.14,70.7,74.75,7.37,4,7.9,16.02,7.16,70.43,1
2326,24,1,4,16.55,46.54,50.03,77.28,5.1,50.01,46.76,43.87,6.27,3,5.09,10.64,4.82,42.64,0
2327,25,1,4,21.69,55.66,52.43,65.97,2.43,59.7,60.17,60.5,3.45,2,4.67,8.14,5.01,57.31,0
2328,24,1,2,22.14,57.19,58.94,75.02,4.71,60.54,60.33,61.06,4.67,2,5.77,10.32,5.32,62.17,1
2329,22,0,2,10.46,28.84,27.44,65.29,3.24,30.49,29.68,29.66,2.96,1,2.48,5.45,2.32,27.69,0
2330,25,1,3,24.06,67.55,71.66,79.41,5.61,69.83,72.08,70.89,5.64,3,6.62,13.15,6.69,68.58,1
2331,19,0,3,18.9,56.46,62.95,82.61,6.43,54.43,52.02,55.32,6.51,3,5.76,12.95,5.81,48.74,0
2332,20,1,3,19.92,55.24,58.75,73.74,4.05,56.86,59.76,56.88,4.77,3,5.19,10.14,5.35,58.48,0
2333,24,1,3,18.89,54.3,50.6,73.04,4.21,56.44,53.72,56.81,5.07,3,5.23,9.52,5.28,52.17,0
2334,22,0,1,17.66,51.32,54.79,78.6,5.32,49.86,48.58,48.89,3.01,2,5.16,10.76,4.54,39.15,0
2335,23,1,3,19.17,52.16,53.92,75.95,4.89,55.97,52.56,53.29,6.24,3,5.39,10.68,5.42,50.59,0
2336,23,0,5,20.5,60.27,63.62,88.41,7.3,54.93,57.93,57.27,7.3,4,6.76,13.96,6.22,48.09,0
2337,22,1,3,21.9,65.36,70.44,87.93,7.18,64.99,64.65,66.75,6.01,3,7.01,14.76,6.51,58.45,0
2338,25,0,1,16.92,48.82,55.37,81.83,5.98,48.6,50.21,49.22,6.1,3,5.43,11.27,4.89,53.19,0
2339,19,0,5,14.45,43.56,45.84,75.96,4.91,43.44,44.06,45.52,5.04,2,4.31,9.59,4.06,40.35,0
2340,25,0,5,12.86,37.67,42.87,80.49,5.8,35.9,37.23,35.26,4.97,3,4.33,9.74,3.67,29.59,0
2341,17,0,1,23.61,65.3,58.7,69.12,3.47,68.2,65.89,68.38,4.59,2,5.61,9.38,5.77,55.59,0
2342,19,0,4,16.49,49.94,55.08,81.07,6.32,48.71,49.05,48.77,5.91,3,5.37,12.27,4.79,48.05,0
2343,24,1,2,16.63,44.15,45.31,65.88,3.07,46.6,45.04,45.09,3.48,2,3.92,7.22,4.07,36.27,0
2344,23,1,2,17.09,45.9,42.78,66.02,2.85,50.7,47.99,47.58,4.22,2,3.93,7.19,3.96,52.55,0
2345,19,0,1,17.91,49.27,48.27,70.65,3.94,52.46,50.89,52.89,7.07,4,5.1,9.24,4.94,59.24,0
2346,21,0,3,19.9,54.46,53.14,66.82,2.87,59.18,55.51,56.83,4.02,2,4.59,8.41,4.77,48.47,0
2347,24,1,3,5.8,15.46,12.77,63.82,2.84,17.86,17.72,20.97,5.3,3,2.22,4.29,1.73,18.71,0
2348,21,1,2,13.98,39.92,41.61,75.13,4.65,41.8,40.41,39.86,3.01,2,3.92,8.69,3.97,29.46,0
2349,23,1,3,19.2,51.33,51.82,72.43,4.51,55.96,55.76,53.83,4.98,3,5.02,9.91,5.16,59.85,0
2350,25,1,2,14.68,41.33,35.66,64.73,2.82,45.17,42.22,44.07,3.54,2,3.48,6.77,3.75,39.41,0
2351,19,0,3,19.73,58.21,59.15,81.45,5.81,56.33,59.72,60.24,6.55,3,6.14,11.98,5.93,51.34,0
2352,20,0,4,17.83,47.33,52.53,75.21,4.58,49.29,51.1,49.05,3.04,2,4.49,9.38,4.44,53.72,0
2353,21,0,1,15.17,44.96,45.57,73.99,5.16,46.29,45.62,42.39,7.38,4,4.64,10.39,4.54,44.55,0
2354,24,0,2,20.2,57.3,63.78,86.59,7.06,55.69,57.11,54.9,5.85,3,6.47,13.52,5.96,49.8,0
2355,24,1,3,13.91,38.2,39.02,73.35,4.7,37.21,38.65,36.72,5.15,2,3.97,8.15,3.71,33.47,0
2356,21,1,2,11.67,30.7,32.67,67.94,3.85,33.42,33.67,32.63,4.59,2,3.4,6.32,2.97,28.66,0
2357,21,0,3,21.52,61.1,53.07,66.26,2.92,63.27,61.85,62.13,6.49,4,5.23,9.48,5.58,61.6,1
2358,25,1,4,11.21,31.46,27.45,62.88,2.62,36.05,31.83,34.63,6.05,3,3.08,5.88,3.19,32.28,0
2359,19,1,3,19.97,57.24,60.47,85.39,6.73,54.8,56.13,57.85,6.54,3,6.39,13.89,5.76,48.78,0
2360,22,0,3,25.63,68.9,72.56,83.14,6.21,72.35,70.22,71.56,5.05,3,7.11,14.15,6.69,67.27,1
2361,17,1,2,17.31,51.29,54.68,83.4,6.28,,51.61,50.11,4.21,2,5.37,12.19,5.18,45.03,0
2362,19,0,5,12.93,33.27,36.35,67.95,3.71,37.59,37.12,33.82,2.17,1,3.2,5.94,3.19,36.91,0
2363,17,0,2,14.79,39.91,36.82,62.01,2.35,44.1,43.46,44.45,4.94,2,3.52,5.84,3.85,38.09,0
2364,17,0,1,19.01,57.25,55.18,74.18,4.61,55.11,56.65,54.59,7.21,4,5.6,10.81,5.66,56.65,0
2365,20,0,3,10.31,31.78,36.95,76.82,5.52,28.9,32.79,29.53,5.65,3,3.91,9.06,3.39,38.13,0
2366,20,1,5,10.81,32.99,39.92,86.35,7.24,29.21,31.67,27.75,4.9,2,4.47,11.19,3.26,29.22,0
2367,23,0,3,11.78,31.9,29.09,63.04,2.46,34.0,33.76,32.95,4.34,2,2.65,5.25,3.23,26.74,0
2368,24,0,2,15.78,41.13,44.8,72.86,4.61,44.89,43.89,46.7,4.22,2,4.49,8.76,4.1,51.62,0
2369,19,1,5,18.37,52.79,53.38,71.61,4.19,51.6,52.61,51.49,2.58,2,4.72,8.5,4.71,43.0,0
2370,21,0,3,14.41,40.33,30.27,58.6,1.41,40.68,40.14,40.83,4.93,3,3.36,5.09,3.25,39.34,0
2371,25,0,3,12.61,35.78,36.0,73.11,4.64,34.01,34.78,36.33,6.55,3,4.22,9.14,3.68,32.96,0
2372,17,1,1,12.56,37.57,39.8,77.65,5.52,33.24,35.58,34.45,4.42,2,4.12,9.73,3.71,31.45,0
2373,25,1,1,22.55,62.52,64.46,75.65,4.92,65.89,65.03,64.6,4.48,2,5.9,11.7,5.98,70.95,1
2374,23,0,4,18.45,54.23,50.89,73.04,4.14,53.32,53.54,51.89,4.0,2,4.82,9.67,4.88,51.8,0
2375,21,0,1,15.25,41.5,44.77,74.46,4.57,42.67,42.76,42.1,6.67,3,4.52,9.1,4.47,52.15,0
2376,24,0,2,8.02,21.79,23.88,,3.97,24.36,24.8,22.7,5.31,3,2.86,6.49,2.44,28.27,0
2377,22,1,3,17.31,51.92,56.05,83.46,6.61,48.57,51.66,51.15,5.19,3,5.55,12.18,5.13,58.26,0
2378,24,1,3,15.33,42.51,47.57,76.95,5.57,44.28,46.03,44.0,5.07,3,4.6,10.41,4.48,36.19,0
2379,22,1,2,15.23,42.47,44.75,73.8,5.27,41.02,39.75,41.79,4.05,2,4.35,9.02,4.17,43.32,0
2380,17,1,4,13.6,38.26,38.69,69.87,4.02,39.14,41.04,39.88,6.33,3,3.95,8.23,3.69,37.36,0
2381,19,1,2,2.86,7.52,13.39,66.75,3.9,7.35,8.3,7.05,4.03,2,1.73,4.09,1.06,7.09,0
2382,24,0,4,9.98,25.72,30.35,69.74,4.46,27.65,26.64,27.63,5.2,3,3.03,7.2,2.84,18.75,0
2383,19,0,1,17.43,44.46,41.39,61.01,1.92,53.79,47.94,48.69,6.53,3,4.2,6.08,4.3,48.04,0
2384,21,0,1,13.58,39.38,43.41,76.37,5.09,42.13,39.68,42.08,5.79,3,4.41,10.07,4.08,43.17,0
2385,24,0,3,12.85,36.63,40.0,74.84,5.2,36.63,36.12,34.21,4.21,2,4.01,8.71,3.68,39.68,0
2386,23,0,2,7.99,26.25,29.36,74.09,4.87,,25.11,21.35,3.48,2,2.81,7.27,2.39,29.41,0
2387,21,1,3,12.67,33.23,34.71,68.08,3.83,36.13,37.09,37.28,5.01,2,3.76,7.39,3.56,36.09,0
2388,18,1,1,16.66,44.04,49.06,75.6,5.25,43.02,46.93,44.38,3.49,2,4.37,9.0,4.23,55.3,0
2389,25,1,2,13.25,35.96,35.88,73.24,4.79,37.26,38.43,39.13,7.23,4,4.41,8.63,4.06,34.1,0
2390,19,1,5,15.79,46.82,52.78,79.66,5.98,43.49,45.77,45.26,5.39,3,5.5,11.48,4.8,41.04,0
2391,25,0,3,13.46,38.71,37.88,70.4,4.01,39.65,41.22,39.41,4.74,2,3.98,7.78,3.8,44.07,0
2392,25,0,1,19.62,54.21,63.29,84.55,7.0,53.94,57.55,55.12,5.83,3,6.08,13.16,5.65,52.66,0
2393,18,0,3,20.61,56.33,55.46,69.99,3.95,57.88,55.52,60.89,4.87,2,5.27,9.42,5.24,53.86,0
2394,18,0,1,12.92,36.68,39.33,72.71,4.25,36.86,37.17,37.83,4.37,2,3.94,8.0,3.48,45.5,0
2395,22,1,2,18.06,49.99,48.91,71.05,3.79,51.4,51.66,53.41,4.99,3,4.69,8.98,4.83,48.51,0
2396,25,0,4,18.46,50.95,46.39,63.82,3.09,55.26,50.58,51.74,7.56,4,4.97,8.28,4.8,48.38,0
2397,24,0,3,13.81,37.48,30.65,61.5,1.88,42.35,40.81,43.93,4.8,2,3.13,5.25,3.35,37.61,0
2398,23,1,2,16.94,47.46,46.89,73.67,4.7,46.04,47.7,47.07,6.33,3,4.91,10.07,4.96,42.74,0
2399,21,0,3,19.6,54.3,56.93,77.13,5.52,54.26,54.42,54.38,5.95,3,5.77,11.69,5.46,42.04,0
2400,21,0,5,15.94,48.53,53.07,83.68,6.71,46.25,46.92,46.43,3.47,2,5.2,11.78,4.86,45.08,0
2401,24,1,3,17.82,47.37,51.66,75.69,4.93,48.6,48.15,48.11,5.9,3,5.14,10.47,4.81,42.77,0
2402,17,1,4,12.67,33.84,28.55,61.59,2.12,34.83,34.69,33.7,4.4,2,2.56,4.56,2.85,29.28,0
2403,20,0,2,17.35,50.24,54.93,82.62,6.35,48.74,51.75,51.21,3.58,2,5.62,12.09,4.87,45.93,0
2404,17,0,4,21.18,64.0,71.68,92.66,7.76,59.31,65.81,62.4,5.18,3,7.14,15.09,6.36,53.19,0
2405,21,1,5,9.7,29.31,29.02,65.95,3.71,31.05,32.14,28.16,4.47,2,3.17,6.67,2.83,35.19,0
2406,21,0,1,18.4,52.02,48.99,73.29,4.82,52.46,50.46,53.37,6.86,3,5.43,10.45,5.08,55.06,0
2407,19,0,4,11.38,26.24,25.75,,1.83,30.62,31.0,32.1,5.82,3,2.9,4.86,2.96,31.41,0
2408,20,1,3,7.69,19.71,22.94,68.61,4.27,19.99,21.58,21.64,8.3,4,2.98,6.57,2.5,25.07,0
2409,17,1,2,15.1,42.62,37.81,66.05,3.21,43.65,43.41,44.17,5.06,2,3.95,6.92,3.86,44.18,0
2410,18,1,5,15.69,45.35,49.54,76.16,4.9,45.24,47.12,46.0,5.73,3,5.06,10.3,4.74,42.69,0
2411,23,1,1,12.6,36.58,40.85,79.78,6.38,35.23,38.86,36.12,5.15,3,4.42,10.38,3.99,28.6,0
2412,23,0,5,18.47,51.75,51.02,73.33,4.5,55.4,53.36,54.37,6.79,3,5.21,10.14,5.18,51.09,0
2413,24,0,2,14.95,42.39,44.16,73.43,4.55,43.03,43.69,42.07,3.81,2,4.21,8.83,4.24,45.85,0
2414,24,1,5,12.71,34.5,40.16,74.57,4.85,35.67,35.06,33.99,4.22,2,3.72,8.34,3.42,30.67,0
2415,23,1,2,12.7,34.09,32.94,68.15,3.79,33.61,34.93,36.02,5.37,3,3.74,7.22,3.47,27.06,0
2416,17,1,3,13.8,38.16,38.28,71.9,4.15,37.98,36.81,37.69,4.84,2,4.03,7.86,3.63,35.87,0
2417,17,1,5,7.44,19.8,19.49,56.99,1.93,21.91,19.26,21.31,4.64,2,1.74,3.29,1.71,21.01,0
2418,20,1,5,13.39,40.03,46.09,79.28,5.97,40.66,41.04,37.76,6.05,3,4.72,10.43,4.04,34.42,0
2419,25,0,3,20.21,59.74,64.68,86.74,7.28,54.46,59.38,55.2,5.43,3,6.48,14.07,5.76,56.37,0
2420,17,0,4,20.08,51.61,53.83,74.16,4.74,54.89,52.66,52.76,7.94,4,5.66,10.78,5.23,50.31,0
2421,17,1,3,24.64,66.27,70.29,79.9,5.76,68.65,66.75,69.73,5.9,3,6.77,13.1,6.54,72.02,1
2422,17,0,1,20.89,59.25,62.87,76.58,5.03,59.35,58.52,60.31,4.63,2,5.83,11.59,5.59,64.25,1
2423,20,1,1,20.08,57.52,58.68,75.99,4.89,55.57,55.88,57.58,5.34,3,5.42,11.35,5.37,46.31,0
2424,23,0,4,12.12,30.7,24.75,60.99,2.3,33.86,34.7,33.21,4.64,2,2.8,4.39,3.14,39.09,0
2425,22,0,1,19.28,55.29,55.39,77.48,4.83,58.11,57.21,55.74,6.93,4,5.88,11.31,5.71,57.12,0
